405,AIDS : the biological basis ,"Alcamo, I. Edward",52105,2003,Boston : Jones and Bartlett Publishers,Biotechnology,Reference Books,1
406,AIDS : The second decade ,"Miller, Heather G.",6294,1990,"Washington, D.C : National Academy Press",Social Sciences,Reference Books,5
407,Air conditioning: a practical introduction ,"Chadderton, David V.",57011,1993,London : E And FN Spon,Other Areas,Reference Books,1
408,Air monitoring for toxic exposures: An integrated approach ,"Ness, Shirley A.",8032,1991,New York : Van Nostrand Reinhold,Electronic And Telecommunication Engineering,Reference Books,1
409,Air pollution and climate change : the biological impact ,"Wellburn, Alan",6364,1994,England : Longman Scientific And Technical,Biotechnology,Reference Books,1
410,Air Pollution and Health ,"Ayres, ​ Jon",52486,2006,London : Imperial College Press,Biomedical Engineering,Reference Books,1
411,Air pollution effects on biodiversity ,"Barker, Jerry R.",8353,1992,New York : Van Nostrand Reinhold,Biotechnology,Reference Books,1
412,"Air pollution, the automobile, and puplic health ","Watson, Ann Y.",6410,1988,"Washington, D.C : National Academy Press",Social Sciences,Reference Books,5
413,Aircraft performance ,"Saarlas, Maido",3165,2006,"Hoboken, N.J. : John Wiley And Sons",Electronic And Telecommunication Engineering,Reference Books,1
414,Airy functions and applications to physics ,"Vallee, Olivier",7448,2004,New Jersey : World Scientific,Mathematics,Reference Books,1
415,AK-47 : the weapon that changed the face of war ,"Kahaner, Larry",3166,2006,Hoboken : John Wiley And​ Sons,Other Areas,Reference Books,1
416,Al stevens teaches C : An interactive tutorial ,"Stevens, Al",5142,1994,New York : MAndT Books,Computer Science And Engineering,Reference Books,1
417,Al Ward's Photoshop productivity toolkit : over 600 time-saving actions ,"Ward, Al",3167,2004,San Francisco : SYBEX,Computer Science And Engineering,Reference Books,1
418,Alan Greenspan : the oracle behind the curtain ,"Canterbery, E. Ray",6208,2006,New Jersey : World Scientific,Business Administration,Reference Books,9
419,Alchemy : the secret art ,"Klossowski de Rola, Stanislas",7219,1973,London : Thames and Hudson,Chemical Applications,Reference Books,1
420,A-level physics ,"Muncaster, Roger",2473,1993,London : Stanley Thornes,Physics,Curriculum,1
421,Algebra and trigonometry : a problem solving approach ,"Fleming, Walter",6843,1992,New Jersey : Prentice Hall,Mathematics,Reference Books,1
422,Algebra for college students ,"Lial, Margaret L.",6828,1992,New York : HapperCollins pub.,Mathematics,Reference Books,1
423,Algebra for dummies ,"Sterling, Mary Jane",3168,2006,Indiana : John Wiley And Sons,Mathematics,Reference Books,1
424,Algebra workbook for dummies ,"Sterling, Mary Jane",3169,2006,Hoboken : John Wiley,Mathematics,Reference Books,1
425,Algebraic codes for data transmission ,"Blahut, Richard E.",4944,2003,Cambridge : Cambridge university press,Electronic And Telecommunication Engineering,Curriculum,1
426,Algebraic methods in nonlinear perturbation theory ,"Bogaevski, V. N.",52203,1991,New York : Springer-Verlag,Mathematics,Reference Books,1
427,Algebraic theory of automata and languages ,"Ito, Masami, 1941-",6765,2004,Singapore : World Scientific,Mathematics,Reference Books,1
428,Algorithms in C++ ,"Sedgewick, Robert",1379,1998,"Reading, Mass : Addison Wesley",Computer Science And Engineering,Curriculum,5
429,"Algorithms, fractals, and dynamics ","Takahashi, Y., 1946-",6795,1995,New York : Plenum press,Mathematics,Reference Books,1
430,Alien contact window on another world ,"Randles, Jenny",11926,1981,Great Britain : Coronet Books,Literature And Art,Reference Books,1
431,All hat and no cattle : tales of a corporate outlaw ,"Turner, Chris",2852,1999,"Cambridge, Mass. : Perseus Books",Business Administration,Reference Books,1
432,All she was worth ,"Miyabe, Miyuki",54862,1999,New York : Kodansha International,Literature And Art,Reference Books,1
433,All through the night ,"Clark, Mary Higgins",7775,1998,London : Simon and Schuster,Other Areas,Reference Books,1
434,Allocating federal funds for science and technology ,Unknown,6375,1995,Washington : National Academy Press,Other Areas,Reference Books,1
435,Alluvial fan flooding ,Unknown,6331,1996,Washington : National Academy Press,Other Areas,Reference Books,1
436,Almgren's big regularity paper ,"Almgren, Frederick J.",6915,2000,Singapore : World Scientific,Mathematics,Reference Books,1
437,Alpha RISC architecture for programmers ,"Evans, James S.",1881,1999,"Upper Saddle River, N.J. : Prentice Hall PTR",Computer Science And Engineering,Reference Books,1
438,Alternative agriculture ,Unknown,8146,1989,"Washington, D.C. : National Academy Press",Biotechnology,Reference Books,2
439,Alternative health practices for livestock ,"Morris, Thomas F.",3170,2006,Oxford : Blackwell,Biotechnology,Reference Books,1
440,Always a thief ,"Hooper, Kay",7745,2003,New York : Bantam Books,Other Areas,Reference Books,1
441,America becoming : Racial trends and their consequences ,"Smelser, Neil J.",6126,2000,Washington : National Academy Press,Social Sciences,Reference Books,20
442,America’s children : health insurance and access to care ,"Edmunds, Margaret",6287,1998,"Washington, D.C : National Academy Press",Social Sciences,Reference Books,2
443,American appetites ,"Oates, Joyce Carol, 1938-",7730,1989,London : Picador,Other Areas,Reference Books,1
444,"American country building design : rediscovered plans for 19th-century farmhouses, cottages, landsca","Berg, Donald J.",59465,1997,New York : Sterling Publshing Co.,Civil Engineering,Reference Books,1
445,American government ,"Stinebrickner, Bruce",53559,2011,New York : Mc Graw Hill,Social Sciences,Reference Books,2
446,American hazardscapes : The regionalization of hazards and disasters ,"Cutter, Susan L.",6329,2001,"Washington, D.C : Joseph Henry Press",Social Sciences,Reference Books,2
447,American house styles: a concise guide ,"Baker, John Milnes",59406,1994,New York; London : W.W. Norton And Company,Civil Engineering,Reference Books,1
448,American Institute of Physics handbook ,"Billings, Bruce H.",11463,1972,New York : McGraw-Hill,Physics,Reference Books,1
449,American red cross first aid: responding to emergencies ,Unknown,52487,1995,St. Louis : Mosby Lifeline,Biotechnology,Reference Books,1
450,American shelter: an illustrated encyclopedia of the American home ,"Walker, Lester.",59460,1997,New York : The Overlook Press,Civil Engineering,Reference Books,1
451,America's architectural roots : ethnic groups that built America ,"Upton, Dell",3172,1986,New York : Preservation Press,Civil Engineering,Reference Books,1
452,America's corner stores : Walgreens' prescription for success ,"Bacon, John U.",3173,2004,Hoboken : John Wiley,Literature And Art,Reference Books,1
453,Ami Pro 3 made easy ,"Fingerman, Daniel J.",8213,1992,Berkeley : Osborne McGraw-Hill,Social Sciences,Reference Books,1
454,Ami Pro 3 quick reference ,"Reisner, Trudi",56534,1992,"Carmel, IN : QUE",Computer Science And Engineering,Reference Books,1
455,Aminoglycoside antibiotics : from chemical biology to drug discovery ,"Arya, D. P.",3174,2007,N.J. : Wiley-Interscience,Biotechnology,Reference Books,1
456,Amorphous semiconductors ,Unknown,57640,1985,"Berlin ; New York : Springer-Verlag,",Physics,Reference Books,1
457,Amplifier handbook ,Unknown,56639,1966,New York : McGraw-Hill,Electronic And Telecommunication Engineering,Reference Books,1
458,An elementary course on the continuum theory for nematic liquid crystals ,"Barbero, G. (Giovanni)",7529,2001,Singapore : World Scientific,Physics,Reference Books,1
459,An Elementary introduction to Mathematicsematical finance 2011,"Ross, Sheldon M.",7214,2011,New York : Cambridge University Press,Business Administration,Curriculum,1
460,An elementary introduction to Mathematicsematical finance ,"Ross, Sheldon M.",61784,2011,New York : Cambridge University Press,Business Administration,Curriculum,2
461,An embedded sofware primer ,"Simon, David E.",1325,1999,"Reading, Mass. : Addison Wesley",Computer Science And Engineering,Reference Books,1
462,An eye for fractals : a graphic And photographic essay ,"McGuire, Michael",6817,1991,"Redwood City, California : Addison-Wesley publishing company",Mathematics,Reference Books,1
463,An innovation approach of approach to white noise theory random fields ,"Hida, Takeyuki",6923,2004,New Jersey : World Scientific,Mathematics,Reference Books,1
464,An interactive guide to the internet ,"Blocher, J. Michael",1961,1996,"Indianapolis, Ind. : Que Education And Training",Computer Science And Engineering,Reference Books,1
465,An introdction to ordinary differential equations ,"Coddington, Earl A.",11392,1961,"Englewood Cliffs, N.J : Prentice Hall",Mathematics,Reference Books,1
466,An introduction to ATM networks ,"Perros, Harry G.",1958,2002,Chichester England : John Wiley And Sons,Computer Science And Engineering,Reference Books,1
467,An introduction to Berkeley UNIX and ANSI C ,"Hodges, Jack, 1954-",52333,1995,N.J. : Prentice Hall,Computer Science And Engineering,Reference Books,1
468,An introduction to biostatistics ,"Glover, Thomas, 1945-",2442,2002,New York : McGraw-Hill,Mathematics,Curriculum,2
469,An introduction to cell and molecular biology ,"Wolfe, Stephen L.",8354,1995,Belmont : Wadsworth,Biotechnology,Reference Books,1
470,An introduction to chaotic dynamical systems ,"Devaney, Robert L., 1948-",1697,1989,"Redwood City, Calif. : Addison-Wesley",Mathematics,Reference Books,1
471,An introduction to communication network analysis ,"Kesidis, George",3175,2007,N.J. : Wiley-Interscience,Electronic And Telecommunication Engineering,Reference Books,1
472,An introduction to computational fluid dynamics : the finite volume method ,"Versteeg, H. K. (Henk Kaarle), 1955-",7559,1995,Harlow : Longman Scientific And Technical,Physics,Reference Books,1
473,An introduction to differntial equations and their application ,"Campbell, Stephen L.",6882,1990,"Belmont, California : Wadsworth publishing company",Mathematics,Reference Books,1
474,An introduction to drawing for civil engineers ,"Elsheikh, Ahmed",52488,1995,London ; New York : McGraw-Hill,Industrial Systems Engineering,Reference Books,3
475,An introduction to drawing for civil engineers-2 ,"Elsheikh, Ahmed",107334,1995,London ; New York : McGraw-Hill,Industrial Systems Engineering,Curriculum,1
476,An introduction to dynamics ,"McGill, David J.",52489,1989,"Boston, Mass. : PWS Engineering",Other Areas,Reference Books,1
477,An introduction to econometrics ,"Westhoff, Frank, 1946-",60796,1985,Unknown,Business Administration,Curriculum,3
478,An introduction to electrical circuits and electronic devices 1987,"Krenz, Jerrold H.",56006,1987,"Englewood Cliffs, N.J. : Prentice-Hall",Electronic And Telecommunication Engineering,Reference Books,1
479,An introduction to electrical circuits and electronic devices ,"Krenz, Jerrold H., 1934-",57938,1987,"Englewood Cliffs, NJ : Prentice-Hall,",Electronic And Telecommunication Engineering,Reference Books,1
480,An introduction to fluid dynamics ,"Batchelor, G. K. (George Keith)",7592,2000,Cambridge : Cambridge University Press,Physics,Reference Books,1
481,An introduction to Fourier Series and Integrals ,"Seeley, Robert T.",11409,1966,New York : W.A. Benjamin,Mathematics,Reference Books,1
482,An introduction to fuzzy control ,"Driankov, Dimiter",8046,1993,Berlin : Springer-Verlag,Electronic And Telecommunication Engineering,Reference Books,1
483,An Introduction to Fuzzy Logic for Practical Application ,"Tanaka, Kazuo",58620,1997,New York : Springer,Electronic And Telecommunication Engineering,Curriculum,2
484,"An introduction to general, organic, and biological chemistry ","Hill, John W",7220,1993,"New York : Macmillan Publishing Company,",Chemical Applications,Reference Books,1
485,An introduction to information science ,"Flynn, Roger R.",5859,1987,"New York : Marcel Dekker, INC",Other Areas,Reference Books,1
486,An introduction to Java programming ,"Liang, Y. Daniel",5078,1998,"Indianapolis, Ind. : Que Education And Training",Computer Science And Engineering,Reference Books,1
487,An introduction to Java programming : Developing applets using Microsoft Visual J++ ,"Stoker, Carol",5073,1998,"Cambridge, Mass. : Course Technology",Computer Science And Engineering,Reference Books,1
488,An introduction to metabolic and cellular engineering ,"Cortassa, S. (Sonia)",7825,2002,New Jersey : World Scientific,Biotechnology,Reference Books,1
489,An introduction to numerical analysis for electrical and computer engineers ,"Zarowski, Christopher J.",3176,2004,Hoboken : John Wiley And Sons,Electronic And Telecommunication Engineering,Reference Books,1
490,An introduction to Object-Oriented systems analysis and design with UML and the unified process ,"Schach, Stephen R.",1357,2004,Boston : McGraw-Hill Irwin,Computer Science And Engineering,Reference Books,2
491,An introduction to plant tissue culture ,"Razdan, M.K.",8355,1993,"Andover, Hampshire, U.K : Intercept",Biotechnology,Reference Books,1
492,"An introduction to random vibrations, spectral and wavelet analysis ","Newland, D. E. (David Edward)",7579,1993,Harlow : Longman Scientific And Technical,Physics,Reference Books,1
493,"An introduction to reliability and maintainability engineering, 2nd ed",Charles. E Ebeling,56700,2010,Long Grove: Waveland Press,Industrial Systems Engineering,Curriculum,5
494,An introduction to semiconductor device technology 1981,"Talley, Harry E.",57590,1981,USA : Kansasa,Electronic And Telecommunication Engineering,Reference Books,1
495,An introduction to semiconductor device technology 1984,"Talley, Harry E.",57592,1984,USA : Kansasa,Electronic And Telecommunication Engineering,Reference Books,1
496,An Introduction to Stochastic Modeling ,"Taylor, Howard M.",1302,1998,San Diego : Academic Press,Computer Science And Engineering,Reference Books,1
497,An introduction to stock exchange investment ,"Rutterford, Janette",2293,2007,New York : Palgrave ,Business Administration,Reference Books,2
498,An introduction to string theory and D-brane dynamics ,"Szabo, Richard J., 1966-",7479,2004,London : Imperial College Press,Physics,Reference Books,1
499,An introduction to the classification of amenable C*-algebras ,"Lin, Huaxin",6800,2001,New Jersey : World Scientific,Mathematics,Reference Books,1
500,An introduction to the curves and surfaces of computer-aided design ,"Beach, Robert C.",5781,1991,New York : Van Nostrand Reinhold,Computer Science And Engineering,Reference Books,1
501,An introduction to the elastic stability of structures ,"Simitses, George J., 1932-",52433,1976,N.J.  : Prentice Hall,Civil Engineering,Reference Books,1
502,An introduction to the finite element method ,"Reddy, J.N.",52490,1993,Boston : McGraw-Hill,Electronic And Telecommunication Engineering,Reference Books,1
503,An introduction to the finite element method using BASIC programs ,"Brown, David K.",52491,1984,Bishopbriggs : Surrey University Press,Electronic And Telecommunication Engineering,Reference Books,1
504,An introduction to the history of structural mechanics ,"Benvenuto, Edoardo",7944,1991,New York : Springer-Verlag,Other Areas,Reference Books,1
505,An introduction to the liquid state ,"Egelstaff, P. A.",11640,1967,New York : Academic P.,Physics,Reference Books,1
506,An introduction to the meaning and structure of physics ,"Cooper, Leon N.",11413,1968,New York : Harper And Row,Physics,Reference Books,1
507,An Introduction to the mechanical Properties of Solid Polimers ,"Ward, I.M.",52492,1993,England : John Wiley And Son,Other Areas,Reference Books,1
508,"An introduction to thermodynamics, the kinetic theory of gases, and statistical mechanics ","Sears, Francis Weston 1898-",11669,1959,Mass. : Addison-Wesley Pub. Co.,Physics,Reference Books,2
509,An introduction to ultra wideband communication systems ,"Reed, Jeffrey H.",4942,2005,New Jersey : Prentice Hall,Electronic And Telecommunication Engineering,Curriculum,1
510,An introductory course in computer graphics ,"Kingslake, Richard",5788,1986,Studentlitteratur : Chartwell-Bratt,Computer Science And Engineering,Reference Books,1
511,An Intruduction to the History of Structural Mechanics ,"Benvenuto, Edoardo",7945,1991,New York : Springer-Verlag,Other Areas,Reference Books,1
512,An undergraduate introduction to financial Mathematicsematics ,"Buchanan, J. Robert",107374,2012,New Jersey : World Scientific,Business Administration,Curriculum,3
513,Analog circuit techniques : With digital interfacing ,"Wilmshurst, T. H.",4907,2001,Oxford : Newnes,Electronic And Telecommunication Engineering,Reference Books,1
514,Analog integrated circuit design 1972,"Grebene, Alan B., 1939-",57615,1972,"Huntington, N.Y. : R. E. Krieger Pub. Co., 1978,",Electronic And Telecommunication Engineering,Reference Books,1
515,Analog integrated circuit design 1996,"Johns, David, 1958-",4911,1996,Canada : Jonh WileyAndSons,Electronic And Telecommunication Engineering,Reference Books,1
516,Analog layout generation for performance and manufacturability ,"Lampaert, Koen",54981,1999,Boston : Kluwer Academic Publishers,Electronic And Telecommunication Engineering,Reference Books,1
517,"Analog MOS integrated circuits, II ","Gray, Paul R., 1942-",3177,1988,New York : IEEE Press,Electronic And Telecommunication Engineering,Reference Books,1
518,Analog VLSI integration of massive parallel signal processing systems ,"Kinget, Peter.",55522,1997,Boston : Kluwer Academic Publishers,Electronic And Telecommunication Engineering,Reference Books,1
519,Analysis and design of analog integrated circuits ,"Gray, Paul R., 1942-",4908,2000,New York : Jonh WileyAndSons,Electronic And Telecommunication Engineering,Curriculum,1
520,Analysis and design of business information systems ,"Saldarini, Robert A.",55864,1989,New York; London : Collier Macmillan,Business Administration,Reference Books,1
521,Analysis and design of integrated electronic circuits ,"Chirlian, Paul M.",56602,1981,"New York : Harper And Row,",Electronic And Telecommunication Engineering,Reference Books,1
522,Analysis and simulation of semiconductor devices 1984,"Selberherr, Siegfried",57614,1984,New York : Springer-Verlag,Physics,Reference Books,1
523,Analysis and simulation of semiconductor devices ,"Selberherr, Siegfried, 1955-",52195,1984,New York : Springer-Verlag,Electronic And Telecommunication Engineering,Reference Books,1
524,Analysis and synthesis of MOS translinear circuits ,"Wiegerink, Remco J.",54903,1993,Boston : Kluwer Academic Publishers,Electronic And Telecommunication Engineering,Reference Books,1
525,Analysis for optimal decisions ,"Bunn, Derek W.",55834,1982,New York : John Wiley And Sons,Social Sciences,Reference Books,1
526,Analysis of faulted power systems ,"Anderson, Paul M.",57224,1995,"New York : The Institute of Electrical and Electronics Engineers, Inc.",Electronic And Telecommunication Engineering,Reference Books,1
527,Analysis of financial statements ,"Peterson, Pamela P.",3178,2006,Hoboken : John Wiley,Business Administration,Reference Books,1
528,Analysis of investment And management of portfolios - 10th ed,Frank K. Reilly,58624,2012,Australia : South-Western Gengage Learning,Finance,Curriculum,20
529,Analysis of investments and management of portfolios 2012,"Reilly, Frank. K.",107390,2012,USA : South-Western Cengage Learning,Business Administration,Curriculum,3
530,Analysis of investments and management of portfolios 2009,"Brown, Keith C.",5282,2009,Canada : South-Western Cengage Learning,Business Administration,Curriculum,3
531,Analysis of linear circuits ,"Paul, Clayton R.",56919,1989,"New York : McGraw-Hill,",Electronic And Telecommunication Engineering,Reference Books,1
532,Analysis of metallurgical failures ,"Colangelo, V.J.",52493,1987,New York : John Wiley And​ Sons,Civil Engineering,Reference Books,1
533,Analytic aspects of quantum fields ,"Bytsenko, A. A.",7488,2003,New Jersey : World Scientific,Physics,Reference Books,1
534,Analytical and numerical methods for wave propagation in fluid media ,"Murawski, K.",7589,2002,Singapore : World Scientific,Electronic And Telecommunication Engineering,Reference Books,1
535,Analytical chemistry 2004,"Christian, Gary D.",7104,2004,New Jersey : Jonh WileyAndSons,Biomedical Engineering,Curriculum,1
536,Analytical chemistry 1986,"Christian, Gary D.",7221,1986,New York : Wiley,Chemical Applications,Reference Books,1
537,Analytical chemistry : the approved text to the FECS curriculum analytical chemistry 1998,"Kellner, R.",52495,1998,New york : Willey VCH,Chemical Applications,Reference Books,1
538,Analytical chemistry : the approved text to the FECS curriculum analytical chemistry ,Unknown,52494,1998,New york : Willey VCH,Chemical Applications,Reference Books,1
539,Analyzing complex survey data ,"Lee, Eun Sul",2584,1989,Newbury Park : Sage Publications,Social Sciences,Reference Books,1
540,Analyzing microarray gene expression data ,"McLachlan, Geoffrey J., 1946-",3179,2004,"Hoboken, N.J. : Wiley-Interscience",Biotechnology,Reference Books,1
541,Analyzing multivariate data ,"Lattin, James M.",12276,2003,USA : Thomson,Computer Science And Engineering,Curriculum,1
542,Anatomy And physiology 2005,"Martini, Frederic",52387,2005,San Francisco : Benjamin Cummings,Biomedical Engineering,Curriculum,1
543,Anatomy And physiology 2004,"Martini, Frederic H.",7160,2004,San Francisco : Benjamin Cummings,Biotechnology,Curriculum,1
544,Anatomy of flowering plants : an introduction to structure and development ,"Rudall, Paula",8356,1992,Cambridge : Cambridge University Press,Biotechnology,Reference Books,1
545,Animal biomarkers as pollution indicators ,"Peakall, David",8357,1992,London : Chapman And Hall,Biotechnology,Reference Books,1
546,Animal cell culture methods ,"Mathematicser, Jennie P.",8358,1998,San Diego : Academic Press,Biotechnology,Reference Books,1
547,Animal life and Nature in Singapore ,"Chuang, S.H.",8359,1973,Singapore : Singapore University Press,Biotechnology,Reference Books,1
548,Animal physiology ,"Hill, Richard W.",7156,1988,New York : Harper Collins,Biotechnology,Curriculum,1
549,Animal structure and function : Biology the unity and diversity of life ,"Starr, Cecie",7118,2001,CA : Brooks/Cole,Biotechnology,Curriculum,2
550,Animal transgenesis and cloning ,"Houdebine, Louis-Marie",1478,2003,"Chichester, UK ; Hoboken, NJ : John Wiley And Sons",Electronic And Telecommunication Engineering,Curriculum,1
551,Annual review of scalable computing ,"Kwong, Yuen Chung",1888,2000,Singapore : Singapore University Press : World Scientific,Computer Science And Engineering,Reference Books,1
552,Annual Review of Scalable Computing : Series on Scalable Computing - Vol. 1 ,Unknown,5707,2000,Singapore : World Scientific,Computer Science And Engineering,Reference Books,1
553,ANSI 1994 standard update for Engineering graphics communication: first edition ,Bertoline,52496,1996,Chicago : Irwin,Civil Engineering,Reference Books,1
554,Antenna theory : Analysis and design ,"Balanis, Constantine A., 1938-",2078,2005,"Hoboken, NJ : Jonh WileyAndSons",Electronic And Telecommunication Engineering,Curriculum,2
555,Antennas for all applications ,"Kraus, John D., 1910-2004",4978,2002,New York : McGraw-Hill,Electronic And Telecommunication Engineering,Curriculum,1
556,Antibodies : a laboratory manual ,"Harlow, Ed",8360,1988,New york : Cold Spring Harbor Laboratory,Biotechnology,Reference Books,1
557,Antimicrobial resistance: issues and options: workshop report ,Unknown,52497,1988,Washington : National Academy Press,Biotechnology,Reference Books,1
558,Antiviral drug discovery for emerging diseases and bioterrorism threats ,"Torrence, Paul F.",3180,2005,Chichester : John Wiley And Sons,Biomedical Engineering,Reference Books,1
559,Anxiety disorders ,"Kase, Larina",3181,2007,Hoboken : John Wiley,Biotechnology,Reference Books,1
560,Apartments and dormitories: an architectural record book.,Unknown,59391,1962,New York : McGraw-Hill Book Company,Civil Engineering,Reference Books,1
561,"Apartments, townhouses, and condominiums ",Unknown,59400,1975,New York : McGraw-Hill Book Company,Civil Engineering,Reference Books,1
562,APO productivity databook ,Asian Productivity Organization.,2745,2009,Tokyo : Asian Productivity Organization,Other Areas,Reference Books,1
563,Apoptosis : pharmacological implications and therapeutic opportunities ,"Kaufmann, Scott H.",8361,1997,San Diego : Academic Press,Biomedical Engineering,Reference Books,1
564,Appleton And Lange review of pharmacy ,"Hall, Gary D.",52286,2004,New York : Appleton And Lange Reviews,Biomedical Engineering,Reference Books,1
565,Application cases in MIS ,"Morgan, James",1564,2005,Boston : McGraw-Hill,Business Administration,Reference Books,1
566,Applications of artificial intelligence in engineering VII ,Unknown,57250,1992,Boston; New York : Computational Mechanics Publications; Elsevier Applied Science,Electronic And Telecommunication Engineering,Reference Books,1
567,Applications of inorganic mass spectrometry ,"Laeter, John R. de",3182,2001,New York : John Wiley,Biotechnology,Reference Books,1
568,Applications of ion beams to metals. ,"International Conference on Applications of Ion Beams to Metals, Albuquerque, N.M., 1973.",56915,1974,"New York, : Plenum Press",Other Areas,Reference Books,1
569,Applications of linear integrated circuits ,"Hnatek, Eugene R.",56485,1975,"New York, : Wiley",Electronic And Telecommunication Engineering,Reference Books,1
570,Applications of Mathematicsematics in electrical Engineering ,"Jameson, William",52498,1991,New Jersey : IEEE,Electronic And Telecommunication Engineering,Reference Books,1
571,Applications of nonstandard finite difference schemes ,"Mickens, Ronald E.",6871,2000,Singapore : World Scientific,Mathematics,Reference Books,1
572,Applications of plasma processes to VLSI technology ,Unknown,55664,1985,New York : Wiley,Electronic And Telecommunication Engineering,Reference Books,1
573,"Applied and industrial Mathematicsematics in Italy : proceedings of the 7th conference : Venice, Italy 20-2","Primicerio, Mario",52499,2005,Hackensack : World Scientific,Natural Science,Reference Books,20
574,Applied calculus 1993,"Bittinger, Marvin L.",6813,1993,Reading. Massachusetts : Addison-Wesley publishing company,Mathematics,Reference Books,1
575,Applied calculus 2000,"Waner, Stefan, 1949-",2405,2000,"Australia ; Pacific Grove, CA : Brooks/Cole-Thomson Learning",Mathematics,Curriculum,1
576,Applied calculus 2003,Unknown,2404,2003,New York ; [Great Britain : John WileyAndSons,Mathematics,Curriculum,2
577,Applied circuit analysis ,"Karn, Shlomo",52500,1988,New york : John WileyAnd sons,Electronic And Telecommunication Engineering,Reference Books,2
578,Applied combinatorics ,"Tucker, Alan",2374,2002,"New Delhi, Tucker : John WileyAndSons",Mathematics,Curriculum,2
579,Applied communication research ,"Buddenbaum, Judith Mitchell, 1941-",3183,2001,Iowa : Iowa State University Press,Social Sciences,Reference Books,1
580,"Applied computational intelligence : proceedings of the 6th International FLINS Conference, Blankenb","Ruan, Da",5716,2004,New Jersey : World Scientific,Computer Science And Engineering,Reference Books,20
581,"Applied cryptography : protocols, algorithms, and source code in C ","Schneier, Bruce, 1963-",52328,1996,New York : John Wiley And Son,Computer Science And Engineering,Reference Books,1
582,"Applied crystallography : Proceedings of the XIX Conference : Kraków, Poland, 1-4 September 2003 ","Morawiec, Henryk",8362,2004,Singapore ; River Edge : World Scientific,Natural Science,Reference Books,15
583,Applied electronic engineering with Mathematicsematica ,"Riddle, ​ Alfred",52501,1995,"Reading, Mass. : Addison-Wesley",Electronic And Telecommunication Engineering,Reference Books,1
584,Applied fluid mechanics 1994,"Mott, Robert L.",57204,1994,New York : Maxwell Macmillan Canada; Maxwell Macmillan International,Civil Engineering,Reference Books,1
585,Applied fluid mechanics 1990,"Mott, Robert L.",52503,1990,New York : Merrill,Civil Engineering,Reference Books,1
586,Applied fluid mechanics 2000,"Mott, Robert L.",52502,2000,"Upper Saddle River, NJ : Prentice Hall ; London : Prentice-Hall International",Electronic And Telecommunication Engineering,Reference Books,1
587,Applied introductory circuit analysis for electrical and computer engineers ,"Reed, Michael",1746,1999,"Upper Saddle River, N.J. : Prentice Hall",Electronic And Telecommunication Engineering,Reference Books,1
588,Applied linear algebra : the decoupling principle ,"Sadun, Lorenzo Adlai",52184,2001,N.J. : Prentice Hall,Mathematics,Reference Books,1
589,Applied linear statistical models ,Unknown,2457,2005,Boston : McGraw-Hill Irwin,Mathematics,Curriculum,2
590,Applied Mathematicsematics ,"Logan, J. David (John David)",3184,2006,N.J. : Wiley-Interscience,Mathematics,Reference Books,1
591,"Applied Mathematicsematics for the managerial, life, and Social Sciences ","Tan, S. T.",2954,2007,USA : Thomson,Mathematics,Reference Books,1
592,Applied Mechanics ,"Hannah, J.",52504,1988,England : Longman Scientific,Other Areas,Reference Books,3
593,Applied mechanics for engineering technology 1991,"Walker, Keith M.",52505,1991,Englewood Cliffs : Prentice Hall,Electronic And Telecommunication Engineering,Reference Books,1
594,Applied mechanics for engineering technology ,"Walker, Keith M.",52506,1997,Upper Saddle River : Prentice Hall,Other Areas,Reference Books,1
595,Applied multivariate methods for data analysts ,"Johnson, Dallas E., 1938-",2459,1998,"Pacific Grove, Calif. : Duxbury Press",Computer Science And Engineering,Curriculum,1
596,Applied nonlinear control ,"Slotine, J.-J. E. (Jean-Jacques E.)",52179,1991,N.J. : Prentice Hall,Electronic And Telecommunication Engineering,Reference Books,1
597,Applied numerical linear algebra  ,"Demmel, James W.",52247,1997,Philadelphia : Society for Industrial and Applied Mathematicsematics,Mathematics,Reference Books,1
598,Applied numerical methods for digital computation ,"James, M. L.",1840,1993,"New York, NY : HarperCollins College Publishers",Computer Science And Engineering,Reference Books,2
599,Applied numerical methods for engineers and scientists ,"Rao, Singiresu S.",2423,2002,"Upper Saddle River, N.J. : Prentice Hall",Computer Science And Engineering,Curriculum,3
600,Applied numerical methods for partial differential equations : an introduction with spreadsheet prog,"Lam, Chung-Yau",6880,1994,New York : Prentice Hall,Mathematics,Reference Books,1
601,Applied psychology in personnel management ,"Cascio, Wayne F.",8323,1991,New Jersey : Prentice Hall,Business Administration,Reference Books,1
602,Applied quantum mechanics ,"Osborn, Richard K.",7463,1988,Singapore : World Scientific,Physics,Reference Books,20
603,Applied software project management ,"Stellman, Andrew",1355,2006,"Sebastopol, CA : O'reilly",Computer Science And Engineering,Reference Books,2
604,Applied statics and strength of materials 1991,"Spiegel, Leonard",52508,1991,New York : Maxwell Macmillan International Pub. Group,Civil Engineering,Reference Books,1
605,Applied statics and strength of materials ,"Spiegel, Leonard",52507,1991,New york : Macmillan publishing company,Electronic And Telecommunication Engineering,Reference Books,1
606,Applied statics and strength of materials 1999,"Spiegel, Leonard",52509,1999,Upper saddle river : Prentice hall,Civil Engineering,Reference Books,1
607,Applied statics and strength of materials 1993,"Spiegel,Leonard",52510,1993,New York : Merrill,Civil Engineering,Reference Books,4
